c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
-0.41,1.47,-1.88,6.96,10.84,-3.88,-0.32,8.84,-1.88,
-0.57,1.48,-2.05,6.64,10.86,-4.22,-0.34,8.86,-2.22,
-0.51,1.45,-1.96,6.76,10.80,-4.04,-0.33,8.80,-2.04,
-0.67,1.36,-2.03,6.44,10.61,-4.17,-0.34,8.61,-2.17,
-0.74,1.42,-2.16,6.30,10.73,-4.44,-0.36,8.73,-2.43,
-0.53,1.36,-1.89,6.72,10.61,-3.89,-0.32,8.61,-1.89,
-0.56,1.32,-1.88,6.66,10.52,-3.87,-0.32,8.52,-1.86,
-0.66,1.18,-1.84,6.46,10.23,-3.77,-0.31,8.23,-1.77,
-0.58,1.13,-1.71,6.62,10.12,-3.50,-0.29,8.12,-1.50,
-0.34,1,-1.34,7.10,9.84735399536159,-2.75156473174155,-0.229089785948291,7.84735399536159,-0.74735399536159,
-0.32,0.81,-1.13,7.14,9.45,-2.31,-0.19,7.45,-0.31,
-0.28,1,-1.28,7.22,9.84735399536159,-2.63182815221651,-0.219444565080045,7.84735399536159,-0.62735399536159,
-0.21,0.91,-1.12,7.36,9.66,-2.30,-0.19,7.66,-0.30,
0.04,0.77,-0.73,7.85,9.36,-1.51,-0.13,7.36,0.49,
0.14,0.67,-0.53,8.05,9.15,-1.10,-0.09,7.15,0.90,
0.27,0.53,-0.26,8.31,8.86,-0.54,-0.05,6.86,1.45,
0.28,0.89,-0.61,8.33,9.62,-1.28,-0.11,7.62,0.71,
0.37,0.71,-0.34,8.51,9.24,-0.72,-0.06,7.24,1.27,
0.21035,0.54,-0.32965,8.19407303931351,8.88,-0.68343065033439,-0.057853220378357,6.88,1.31407303931351,
0.22,0.55,-0.33,8.21,8.90,-0.69,-0.06,6.90,1.31,
0.24,0.49,-0.25,8.25,8.77,-0.52,-0.04,6.77,1.48,
0.24,0.67,-0.43,8.25,9.15,-0.90,-0.08,7.15,1.10,
0.12,0.6,-0.48,8.01,9.0,-0.99023619679126,-0.0837221577245036,7.0,1.01,
0.1,0.56,-0.46,8.0,8.92,-0.94581358077378,-0.0799826997494283,6.92,1.08,
-0.12,0.8,-0.92,7.53,9.4,-1.89085656085391,-0.158891292102205,7.4,0.13,
-0.27,0.71,-0.98,7.24,9.24,-2.00,-0.17,7.24,0.00,
-0.3,0.79,-1.09,7.2,9.40,-2.22898259713092,-0.186696998600162,7.40,-0.2,
-0.37,0.94,-1.31,7.04,9.72,-2.68,-0.22,7.72,-0.68,
-0.44,0.97,-1.41,6.90,9.78,-2.89,-0.24,7.78,-0.88,
-0.45,1.1,-1.55,6.88,10.1,-3.18191881718535,-0.263389443704296,8.1,-1.22,
-0.47,1.19,-1.66,6.84,10.25,-3.41,-0.28,8.25,-1.41,
-0.5,1.19,-1.69,6.8,10.25,-3.47145262080598,-0.286118861143816,8.25,-1.45,
-0.51,1.23,-1.74,6.76,10.33,-3.58,-0.29,8.33,-1.57,
-0.64,1.2,-1.84,6.50,10.3,-3.77192167532929,-0.3093893964642,8.3,-1.8,
-0.65,1.19,-1.84,6.48,10.25,-3.77,-0.31,8.25,-1.77,
-0.62,1.13,-1.75,6.54,10.12,-3.58,-0.29,8.12,-1.58,
-0.58,1.01,-1.59,6.62,9.87,-3.25,-0.27,7.87,-1.25,
-0.56,0.9,-1.46,6.66,9.6,-2.97976183368548,-0.247351075969117,7.6,-0.94,
-0.55,0.88,-1.43,6.68,9.59,-2.92,-0.24,7.59,-0.91,
-0.46,0.98,-1.44,6.86,9.81,-2.95,-0.24,7.81,-0.95,
-0.21,0.82,-1.03,7.36,9.47,-2.11,-0.18,7.47,-0.11,
-0.18,0.63,-0.81,7.42,9.07,-1.65,-0.14,7.07,0.35,
-0.01,0.75,-0.76,7.75,9.32,-1.57,-0.13,7.32,0.43,
-0.07,0.6,-0.67,7.63,9.0,-1.3694020319539,-0.115534204017778,7.0,0.63,
0.09,0.62,-0.53,7.95,9.05,-1.09,-0.09,7.05,0.90,
0.19,0.56,-0.37,8.15,8.92,-0.77,-0.06,6.92,1.23,
0.2,0.5,-0.3,8.2,8.8,-0.6,-0.1,6.8,1.4,
0.13,0.51,-0.38,8.03,8.81,-0.78,-0.07,6.81,1.22,
0.08,0.52,-0.44,7.93,8.84,-0.90,-0.08,6.84,1.09,
0.18,0.51,-0.33,8.13,8.81,-0.68,-0.06,6.81,1.32,
0.11,0.44,-0.33,7.99,8.67,-0.67,-0.06,6.67,1.32,
0.04,0.49,-0.45,7.85,8.77,-0.92,-0.08,6.77,1.08,
0.04,0.42,-0.38,7.85,8.62,-0.77,-0.07,6.62,1.23,
-0.07,0.49,-0.56,7.63,8.77,-1.14,-0.10,6.77,0.86,
-0.29,0.65,-0.94,7.20,9.11,-1.91,-0.16,7.11,0.09,
-0.14,0.64,-0.78,7.49,9.09,-1.59,-0.13,7.09,0.40,
-0.35,0.63,-0.98,7.08,9.07,-1.99,-0.17,7.07,0.01,
-0.46,0.92,-1.38,6.86,9.68,-2.82,-0.23,7.68,-0.82,
-0.42,0.98,-1.40,6.94,9.81,-2.87,-0.24,7.81,-0.87,
-0.58,1.04,-1.62,6.62,9.93,-3.31,-0.27,7.93,-1.31,
-0.62,1.16,-1.78,6.54,10.18,-3.65,-0.30,8.18,-1.64,
-0.52,1.29,-1.81,6.74,10.46,-3.72,-0.31,8.46,-1.72,
-0.6,1.24,-1.84,6.6,10.35,-3.77643209817176,-0.309736161251353,8.35,-1.75,
-0.71,1.22,-1.93,6.36,10.31,-3.95,-0.32,8.31,-1.95,
-0.62,1.15,-1.77,6.54,10.16,-3.63,-0.30,8.16,-1.62,
-0.68,1.13,-1.81,6.42,10.12,-3.70,-0.30,8.12,-1.70,
-0.64,1.06,-1.70,6.50,9.97,-3.48,-0.29,7.97,-1.47,
-0.62,1,-1.62,6.54,9.84735399536159,-3.31033543619176,-0.273506502133926,7.84735399536159,-1.30735399536159,
-0.59,0.76,-1.35,6.60,9.34,-2.74,-0.23,7.34,-0.74,
-0.46,0.94,-1.40,6.86,9.72,-2.86,-0.24,7.72,-0.86,
-0.47,0.71,-1.18,6.84,9.24,-2.40,-0.20,7.24,-0.40,
-0.26,0.71,-0.97,7.26,9.24,-1.98,-0.17,7.24,0.02,
-0.34,0.69,-1.03,7.10,9.19,-2.10,-0.18,7.19,-0.09,
-0.17,0.58,-0.75,7.44,8.96,-1.53,-0.13,6.96,0.48,
-0.03,0.51,-0.54,7.71,8.81,-1.10,-0.09,6.81,0.90,
-0.07,0.49,-0.56,7.63,8.77,-1.14,-0.10,6.77,0.86,
0.12,0.58,-0.46,8.01,8.96,-0.95,-0.08,6.96,1.05,
0.1,0.48,-0.38,8.0,8.75,-0.77714396238879,-0.0657646829107023,6.75,1.25,
0.16,0.42,-0.26,8.09,8.62,-0.53,-0.04,6.62,1.47,
0.04,0.45,-0.41,7.85,8.69,-0.83,-0.07,6.69,1.16,
0.05,0.57,-0.52,7.87,8.94,-1.07,-0.09,6.94,0.93,
0.08,0.55,-0.47,7.93,8.90,-0.96,-0.08,6.90,1.03,
0,0.41,-0.41,7.77429654759529,8.60,-0.82911901217701,-0.0701490309838533,6.60,1.17429654759529,
-0.1,0.49,-0.59,7.6,8.77,-1.19734959643706,-0.1011241868838,6.77,0.83,
-0.17,0.45,-0.62,7.44,8.69,-1.25,-0.11,6.69,0.75,
-0.23,0.71,-0.94,7.32,9.24,-1.92,-0.16,7.24,0.08,
-0.39,0.67,-1.06,7.00,9.15,-2.16,-0.18,7.15,-0.15,
-0.51,0.71,-1.22,6.76,9.24,-2.48,-0.21,7.24,-0.48,
-0.54,0.89,-1.43,6.70,9.62,-2.92,-0.24,7.62,-0.92,
-0.49,0.92,-1.41,6.80,9.68,-2.88,-0.24,7.68,-0.88,
-0.57,0.89,-1.46,6.64,9.62,-2.98,-0.25,7.62,-0.98,
-0.64,0.91,-1.55,6.50,9.66,-3.16,-0.26,7.66,-1.16,
-0.7,1.15,-1.85,6.4,10.16,-3.78623974336363,-0.310489914925243,8.16,-1.76,
-0.77,1.04,-1.81,6.24,9.93,-3.69,-0.30,7.93,-1.69,
-0.61,1.09,-1.70,6.56,10.04,-3.48,-0.29,8.04,-1.48,
-0.76,1.04,-1.80,6.26,9.93,-3.67,-0.30,7.93,-1.67,
-0.66,0.97,-1.63,6.46,9.78,-3.33,-0.27,7.78,-1.32,
-0.53,1,-1.53,6.72,9.84735399536159,-3.1307305669042,-0.259341112284049,7.84735399536159,-1.12735399536159,
-0.5,0.85,-1.35,6.8,9.53,-2.75460674266981,-0.229334274816802,7.53,-0.73,
-0.56,0.84,-1.40,6.66,9.51,-2.85,-0.24,7.51,-0.85,
-0.53,0.64,-1.17,6.72,9.09,-2.37,-0.20,7.09,-0.37,
-0.27,0.65,-0.92,7.24,9.11,-1.87,-0.16,7.11,0.13,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.21,0.49,-0.70,7.36,8.77,-1.42,-0.12,6.77,0.59,
-0.06,0.59,-0.65,7.65,8.98,-1.33,-0.11,6.98,0.67,
-0.07,0.49,-0.56,7.63,8.77,-1.14,-0.10,6.77,0.86,
0.02,0.52,-0.50,7.81,8.84,-1.02,-0.09,6.84,0.97,
-0.14,0.36,-0.50,7.49,8.50,-1.00,-0.08,6.50,0.99,
0,0.53,-0.53,7.77429654759529,8.86,-1.08212343975449,-0.0914495887512501,6.86,0.91429654759529,
-0.08,0.49,-0.57,7.61,8.77,-1.16,-0.10,6.77,0.84,
0.05,0.37,-0.32,7.87,8.52,-0.65,-0.05,6.52,1.35,
-0.14,0.46,-0.60,7.49,8.71,-1.21,-0.10,6.71,0.78,
-0.18,0.58,-0.76,7.42,8.96,-1.55,-0.13,6.96,0.46,
-0.09,0.48,-0.57,7.59,8.75,-1.16,-0.10,6.75,0.84,
-0.29,0.37,-0.66,7.20,8.52,-1.32,-0.11,6.52,0.68,
-0.14,0.64,-0.78,7.49,9.09,-1.59,-0.13,7.09,0.40,
-0.36,0.67,-1.03,7.06,9.15,-2.10,-0.18,7.15,-0.09,
-0.35,0.72,-1.07,7.08,9.26,-2.18,-0.18,7.26,-0.18,
-0.51,0.81,-1.32,6.76,9.45,-2.69,-0.22,7.45,-0.69,
-0.59,0.9,-1.49,6.60,9.6,-3.039630123448,-0.252114750855907,7.6,-1,
-0.58,0.94,-1.52,6.62,9.72,-3.10,-0.26,7.72,-1.10,
-0.73,0.93,-1.66,6.32,9.70,-3.38,-0.28,7.70,-1.38,
-0.66,1.07,-1.73,6.46,9.99,-3.54,-0.29,7.99,-1.53,
-0.7,0.93,-1.63,6.4,9.70,-3.32239829280495,-0.27445394170268,7.70,-1.3,
-0.75,0.99,-1.74,6.28,9.83,-3.55,-0.29,7.83,-1.55,
-0.81,0.84,-1.65,6.16,9.51,-3.35,-0.28,7.51,-1.35,
-0.61,0.74,-1.35,6.56,9.30,-2.74,-0.23,7.30,-0.74,
-0.58,0.98,-1.56,6.62,9.81,-3.19,-0.26,7.81,-1.19,
-0.66,0.88,-1.54,6.46,9.59,-3.14,-0.26,7.59,-1.13,
-0.41,0.66,-1.07,6.96,9.13,-2.17,-0.18,7.13,-0.17,
-0.52,0.58,-1.10,6.74,8.96,-2.23,-0.19,6.96,-0.22,
-0.34,0.67,-1.01,7.10,9.15,-2.06,-0.17,7.15,-0.05,
-0.25,0.62,-0.87,7.28,9.05,-1.77,-0.15,7.05,0.23,
-0.14,0.55,-0.69,7.49,8.90,-1.40,-0.12,6.90,0.59,
-0.25,0.69,-0.94,7.28,9.19,-1.92,-0.16,7.19,0.09,
-0.1,0.34,-0.44,7.6,8.46,-0.88109406196521,-0.0745306794245769,6.46,1.14,
-0.14,0.5,-0.64,7.49,8.8,-1.29825768508522,-0.109581103364452,6.8,0.69,
-0.05,0.49,-0.54,7.67,8.77,-1.10,-0.09,6.77,0.90,
0.02,0.39,-0.37,7.81,8.56,-0.75,-0.06,6.56,1.25,
-0.16,0.21,-0.37,7.45,8.18,-0.73,-0.06,6.18,1.27,
-0.11,0.44,-0.55,7.55,8.67,-1.11,-0.09,6.67,0.88,
-0.1,0.49,-0.59,7.6,8.77,-1.19734959643706,-0.1011241868838,6.77,0.83,
-0.2,0.46,-0.66,7.4,8.71,-1.33365945541777,-0.112544396397677,6.71,0.69,
-0.24,0.48,-0.72,7.30,8.75,-1.46,-0.12,6.75,0.55,
-0.34,0.44,-0.78,7.10,8.67,-1.57,-0.13,6.67,0.43,
-0.2,0.57,-0.77,7.4,8.94,-1.56558018069713,-0.131905906780517,6.94,0.46,
-0.51,0.55,-1.06,6.76,8.90,-2.14,-0.18,6.90,-0.14,
-0.45,0.75,-1.20,6.88,9.32,-2.44,-0.20,7.32,-0.44,
-0.45,0.75,-1.20,6.88,9.32,-2.44,-0.20,7.32,-0.44,
-0.51,0.75,-1.26,6.76,9.32,-2.56,-0.21,7.32,-0.56,
-0.75,0.81,-1.56,6.28,9.45,-3.17,-0.26,7.45,-1.17,
-0.59,0.82,-1.41,6.60,9.47,-2.87,-0.24,7.47,-0.87,
-0.59,1,-1.59,6.60,9.84735399536159,-3.25046714642924,-0.268796902447988,7.84735399536159,-1.24735399536159,
-0.66,0.86,-1.52,6.46,9.55,-3.09,-0.26,7.55,-1.09,
-0.64,0.75,-1.39,6.50,9.32,-2.82,-0.23,7.32,-0.82,
-0.73,0.95,-1.68,6.32,9.74,-3.42,-0.28,7.74,-1.42,
-0.64,0.89,-1.53,6.50,9.62,-3.12,-0.26,7.62,-1.12,
-0.56,0.78,-1.34,6.66,9.38,-2.73,-0.23,7.38,-0.72,
-0.57,0.76,-1.33,6.64,9.34,-2.70,-0.23,7.34,-0.70,
-0.47,0.74,-1.21,6.84,9.30,-2.46,-0.21,7.30,-0.46,
-0.44,0.63,-1.07,6.90,9.07,-2.17,-0.18,7.07,-0.17,
-0.46,0.69,-1.15,6.86,9.19,-2.34,-0.20,7.19,-0.33,
-0.41,0.56,-0.97,6.96,8.92,-1.96,-0.16,6.92,0.04,
-0.34,0.53,-0.87,7.10,8.86,-1.76,-0.15,6.86,0.24,
-0.26,0.42,-0.68,7.26,8.62,-1.37,-0.12,6.62,0.64,
-0.35,0.54,-0.89,7.08,8.88,-1.80,-0.15,6.88,0.20,
-0.12,0.44,-0.56,7.53,8.67,-1.13,-0.10,6.67,0.86,
-0.09,0.48,-0.57,7.59,8.75,-1.16,-0.10,6.75,0.84,
-0.19,0.36,-0.55,7.40,8.50,-1.10,-0.09,6.50,0.90,
-0.1,0.47,-0.57,7.6,8.73,-1.15518219184082,-0.0975858415034014,6.73,0.87,
-0.28,0.35,-0.63,7.22,8.48,-1.26,-0.11,6.48,0.74,
-0.24,0.42,-0.66,7.30,8.62,-1.33,-0.11,6.62,0.68,
-0.22,0.51,-0.73,7.34,8.81,-1.48,-0.12,6.81,0.53,
-0.4,0.47,-0.87,7.0,8.73,-1.75386508946605,-0.1475524035305,6.73,0.27,
-0.31,0.56,-0.87,7.16,8.92,-1.76,-0.15,6.92,0.24,
-0.39,0.61,-1.00,7.00,9.03,-2.03,-0.17,7.03,-0.03,
-0.32,0.63,-0.95,7.14,9.07,-1.93,-0.16,7.07,0.07,
-0.41,0.73,-1.14,6.96,9.28,-2.32,-0.19,7.28,-0.32,
-0.51,0.69,-1.20,6.76,9.19,-2.44,-0.20,7.19,-0.43,
-0.46,0.66,-1.12,6.86,9.13,-2.27,-0.19,7.13,-0.27,
-0.56,0.69,-1.25,6.66,9.19,-2.54,-0.21,7.19,-0.53,
-0.62,0.78,-1.40,6.54,9.38,-2.85,-0.24,7.38,-0.84,
-0.53,0.88,-1.41,6.72,9.59,-2.88,-0.24,7.59,-0.87,
-0.61,0.79,-1.40,6.56,9.40,-2.85,-0.24,7.40,-0.84,
-0.61,0.82,-1.43,6.56,9.47,-2.91,-0.24,7.47,-0.91,
-0.66,0.82,-1.48,6.46,9.47,-3.01,-0.25,7.47,-1.01,
-0.57,0.85,-1.42,6.64,9.53,-2.89,-0.24,7.53,-0.89,
-0.51,0.73,-1.24,6.76,9.28,-2.52,-0.21,7.28,-0.52,
-0.47,0.59,-1.06,6.84,8.98,-2.15,-0.18,6.98,-0.14,
-0.63,0.65,-1.28,6.52,9.11,-2.59,-0.22,7.11,-0.59,
-0.45,0.61,-1.06,6.88,9.03,-2.15,-0.18,7.03,-0.15,
-0.34,0.66,-1.00,7.10,9.13,-2.03,-0.17,7.13,-0.03,
-0.44,0.53,-0.97,6.90,8.86,-1.96,-0.16,6.86,0.04,
-0.27,0.53,-0.80,7.24,8.86,-1.62,-0.14,6.86,0.38,
-0.5,0.53,-1.03,6.8,8.86,-2.07992826912986,-0.17447291711339,6.86,-0.06,
-0.25,0.35,-0.60,7.28,8.48,-1.20,-0.10,6.48,0.80,
-0.28,0.58,-0.86,7.22,8.96,-1.75,-0.15,6.96,0.26,
-0.18,0.45,-0.63,7.42,8.69,-1.27,-0.11,6.69,0.73,
-0.17,0.56,-0.73,7.44,8.92,-1.48,-0.13,6.92,0.52,
-0.11,0.37,-0.48,7.55,8.52,-0.96,-0.08,6.52,1.03,
-0.17,0.51,-0.68,7.44,8.81,-1.38,-0.12,6.81,0.63,
-0.26,0.37,-0.63,7.26,8.52,-1.26,-0.11,6.52,0.74,
-0.19,0.37,-0.56,7.40,8.52,-1.12,-0.09,6.52,0.88,
-0.25,0.53,-0.78,7.28,8.86,-1.58,-0.13,6.86,0.42,
-0.37,0.61,-0.98,7.04,9.03,-1.99,-0.17,7.03,0.01,
-0.35,0.7,-1.05,7.08,9.2,-2.13900975938535,-0.179324758091123,7.2,-0.12,
-0.32,0.55,-0.87,7.14,8.90,-1.76,-0.15,6.90,0.24,
-0.55,0.64,-1.19,6.68,9.09,-2.41,-0.20,7.09,-0.41,
-0.44,0.68,-1.12,6.90,9.17,-2.28,-0.19,7.17,-0.27,
-0.43,0.73,-1.16,6.92,9.28,-2.36,-0.20,7.28,-0.36,
-0.62,0.8,-1.42,6.54,9.4,-2.88866139022928,-0.240080299506678,7.4,-0.86,
-0.64,0.67,-1.31,6.50,9.15,-2.65,-0.22,7.15,-0.65,
-0.63,0.85,-1.48,6.52,9.53,-3.01,-0.25,7.53,-1.01,
-0.68,0.7,-1.38,6.42,9.2,-2.7975609467731,-0.232783548540327,7.2,-0.78,
-0.56,0.73,-1.29,6.66,9.28,-2.62,-0.22,7.28,-0.62,
-0.6,0.72,-1.32,6.6,9.26,-2.68007957866929,-0.22333649413229,7.26,-0.66,
-0.66,0.77,-1.43,6.46,9.36,-2.91,-0.24,7.36,-0.90,
-0.56,0.72,-1.28,6.66,9.26,-2.60,-0.22,7.26,-0.60,
-0.41,0.59,-1.00,6.96,8.98,-2.03,-0.17,6.98,-0.02,
-0.57,0.73,-1.30,6.64,9.28,-2.64,-0.22,7.28,-0.64,
-0.42,0.52,-0.94,6.94,8.84,-1.90,-0.16,6.84,0.10,
-0.52,0.56,-1.08,6.74,8.92,-2.18,-0.18,6.92,-0.18,
-0.38,0.5,-0.88,7.02,8.8,-1.7772040031854,-0.14948696863542,6.8,0.22,
-0.46,0.55,-1.01,6.86,8.90,-2.04,-0.17,6.90,-0.04,
-0.4,0.6,-1.0,7.0,9.0,-2.0,-0.2,7.0,0.0,
-0.32,0.5,-0.82,7.14,8.8,-1.65746742366036,-0.139550346621382,6.8,0.34,
-0.26,0.56,-0.82,7.26,8.92,-1.66,-0.14,6.92,0.34,
-0.27,0.48,-0.75,7.24,8.75,-1.52,-0.13,6.75,0.49,
-0.26,0.51,-0.77,7.26,8.81,-1.56,-0.13,6.81,0.45,
-0.19,0.44,-0.63,7.40,8.67,-1.27,-0.11,6.67,0.73,
-0.22,0.52,-0.74,7.34,8.84,-1.50,-0.13,6.84,0.50,
-0.31,0.59,-0.90,7.16,8.98,-1.83,-0.15,6.98,0.18,
-0.27,0.61,-0.88,7.24,9.03,-1.79,-0.15,7.03,0.21,
-0.19,0.49,-0.68,7.40,8.77,-1.38,-0.12,6.77,0.63,
-0.39,0.5,-0.89,7.00,8.8,-1.79716009977291,-0.151140238621814,6.8,0.2,
-0.49,0.61,-1.10,6.80,9.03,-2.23,-0.19,7.03,-0.23,
-0.43,0.57,-1.00,6.92,8.94,-2.02,-0.17,6.94,-0.02,
-0.47,0.73,-1.20,6.84,9.28,-2.44,-0.20,7.28,-0.44,
-0.52,0.61,-1.13,6.74,9.03,-2.29,-0.19,7.03,-0.29,
-0.46,0.67,-1.13,6.86,9.15,-2.30,-0.19,7.15,-0.29,
-0.44,0.64,-1.08,6.90,9.09,-2.19,-0.18,7.09,-0.19,
-0.44,0.75,-1.19,6.90,9.32,-2.42,-0.20,7.32,-0.42,
-0.5,0.68,-1.18,6.8,9.17,-2.39618380360171,-0.200342298281229,7.17,-0.37,
-0.5,0.62,-1.12,6.8,9.05,-2.26968158981297,-0.190025130269138,7.05,-0.25,
-0.38,0.75,-1.13,7.02,9.32,-2.30,-0.19,7.32,-0.30,
-0.57,0.62,-1.19,6.64,9.05,-2.41,-0.20,7.05,-0.41,
-0.53,0.78,-1.31,6.72,9.38,-2.67,-0.22,7.38,-0.66,
-0.41,0.73,-1.14,6.96,9.28,-2.32,-0.19,7.28,-0.32,
-0.45,0.78,-1.23,6.88,9.38,-2.51,-0.21,7.38,-0.50,
-0.51,0.61,-1.12,6.76,9.03,-2.27,-0.19,7.03,-0.27,
-0.51,0.62,-1.13,6.76,9.05,-2.29,-0.19,7.05,-0.29,
-0.27,0.57,-0.84,7.24,8.94,-1.71,-0.14,6.94,0.30,
-0.46,0.63,-1.09,6.86,9.07,-2.21,-0.19,7.07,-0.21,
-0.53,0.6,-1.13,6.72,9.0,-2.28738247497925,-0.191471283715651,7.0,-0.28,
-0.28,0.52,-0.80,7.22,8.84,-1.62,-0.14,6.84,0.38,
-0.38,0.48,-0.86,7.02,8.75,-1.74,-0.15,6.75,0.27,
-0.24,0.46,-0.70,7.30,8.71,-1.41,-0.12,6.71,0.59,
-0.4,0.49,-0.89,7.0,8.77,-1.79603249406229,-0.151046843824708,6.77,0.23,
-0.38,0.48,-0.86,7.02,8.75,-1.74,-0.15,6.75,0.27,
-0.25,0.59,-0.84,7.28,8.98,-1.71,-0.14,6.98,0.30,
-0.28,0.44,-0.72,7.22,8.67,-1.45,-0.12,6.67,0.55,
-0.35,0.42,-0.77,7.08,8.62,-1.55,-0.13,6.62,0.46,
-0.4,0.62,-1.02,7.0,9.05,-2.0701206239379,-0.173666691735338,7.05,-0.05,
-0.38,0.55,-0.93,7.02,8.90,-1.88,-0.16,6.90,0.12,
-0.35,0.54,-0.89,7.08,8.88,-1.80,-0.15,6.88,0.20,
-0.42,0.55,-0.97,6.94,8.90,-1.96,-0.16,6.90,0.04,
-0.56,0.6,-1.16,6.66,9.0,-2.34725076474177,-0.196356456180955,7.0,-0.34,
-0.33,0.62,-0.95,7.12,9.05,-1.93,-0.16,7.05,0.07,
-0.58,0.53,-1.11,6.62,8.86,-2.24,-0.19,6.86,-0.24,
-0.65,0.53,-1.18,6.48,8.86,-2.38,-0.20,6.86,-0.38,
-0.43,0.7,-1.13,6.92,9.2,-2.29865853208541,-0.192392109733837,7.2,-0.28,
-0.52,0.79,-1.31,6.74,9.40,-2.67,-0.22,7.40,-0.66,
-0.44,0.57,-1.01,6.90,8.94,-2.04,-0.17,6.94,-0.04,
-0.51,0.57,-1.08,6.76,8.94,-2.18,-0.18,6.94,-0.18,
-0.4,0.62,-1.02,7.0,9.05,-2.0701206239379,-0.173666691735338,7.05,-0.05,
-0.49,0.81,-1.30,6.80,9.45,-2.65,-0.22,7.45,-0.65,
-0.42,0.57,-0.99,6.94,8.94,-2.00,-0.17,6.94,0.00,
-0.49,0.61,-1.10,6.80,9.03,-2.23,-0.19,7.03,-0.23,
-0.35,0.57,-0.92,7.08,8.94,-1.86,-0.16,6.94,0.14,
-0.43,0.57,-1.00,6.92,8.94,-2.02,-0.17,6.94,-0.02,
-0.51,0.57,-1.08,6.76,8.94,-2.18,-0.18,6.94,-0.18,
-0.51,0.63,-1.14,6.76,9.07,-2.31,-0.19,7.07,-0.31,
-0.41,0.54,-0.95,6.96,8.88,-1.92,-0.16,6.88,0.08,
-0.37,0.4,-0.77,7.04,8.6,-1.54641088361666,-0.130309154921928,6.6,0.44,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.49,0.59,-1.08,6.80,8.98,-2.19,-0.18,6.98,-0.18,
-0.34,0.5,-0.84,7.10,8.8,-1.69737961683537,-0.142865735868966,6.8,0.3,
-0.41,0.54,-0.95,6.96,8.88,-1.92,-0.16,6.88,0.08,
-0.35,0.43,-0.78,7.08,8.65,-1.57,-0.13,6.65,0.43,
-0.48,0.58,-1.06,6.82,8.96,-2.15,-0.18,6.96,-0.14,
-0.34,0.43,-0.77,7.10,8.65,-1.55,-0.13,6.65,0.45,
-0.29,0.55,-0.84,7.20,8.90,-1.70,-0.14,6.90,0.30,
-0.47,0.55,-1.02,6.84,8.90,-2.06,-0.17,6.90,-0.06,
-0.25,0.58,-0.83,7.28,8.96,-1.69,-0.14,6.96,0.32,
-0.36,0.57,-0.93,7.06,8.94,-1.88,-0.16,6.94,0.12,
-0.46,0.65,-1.11,6.86,9.11,-2.25,-0.19,7.11,-0.25,
-0.41,0.66,-1.07,6.96,9.13,-2.17,-0.18,7.13,-0.17,
-0.38,0.64,-1.02,7.02,9.09,-2.07,-0.17,7.09,-0.07,
-0.46,0.6,-1.06,6.86,9.0,-2.14768979886669,-0.180036860228399,7.0,-0.14,
-0.54,0.66,-1.20,6.70,9.13,-2.43,-0.20,7.13,-0.43,
-0.43,0.7,-1.13,6.92,9.2,-2.29865853208541,-0.192392109733837,7.2,-0.28,
-0.49,0.68,-1.17,6.80,9.17,-2.38,-0.20,7.17,-0.37,
-0.46,0.63,-1.09,6.86,9.07,-2.21,-0.19,7.07,-0.21,
-0.47,0.69,-1.16,6.84,9.19,-2.36,-0.20,7.19,-0.35,
-0.52,0.69,-1.21,6.74,9.19,-2.46,-0.21,7.19,-0.45,
-0.5,0.7,-1.2,6.8,9.2,-2.4,-0.2,7.2,-0.4,
-0.47,0.5,-0.97,6.84,8.8,-1.95680887247297,-0.164335739724679,6.8,0.04,
-0.43,0.73,-1.16,6.92,9.28,-2.36,-0.20,7.28,-0.36,
-0.54,0.6,-1.14,6.70,9.0,-2.30733857156675,-0.19310071474099,7.0,-0.3,
-0.45,0.55,-1.00,6.88,8.90,-2.02,-0.17,6.90,-0.02,
-0.41,0.55,-0.96,6.96,8.90,-1.94,-0.16,6.90,0.06,
-0.46,0.6,-1.06,6.86,9.0,-2.14768979886669,-0.180036860228399,7.0,-0.14,
-0.4,0.63,-1.03,7.0,9.07,-2.09120432623602,-0.17539956832958,7.07,-0.07,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.3,0.53,-0.83,7.2,8.86,-1.68080633737971,-0.14148942162185,6.86,0.34,
-0.44,0.66,-1.10,6.90,9.13,-2.23,-0.19,7.13,-0.23,
-0.41,0.46,-0.87,6.96,8.71,-1.75,-0.15,6.71,0.25,
-0.49,0.45,-0.94,6.80,8.69,-1.89,-0.16,6.69,0.11,
-0.33,0.55,-0.88,7.12,8.90,-1.78,-0.15,6.90,0.22,
-0.52,0.51,-1.03,6.74,8.81,-2.08,-0.17,6.81,-0.07,
-0.39,0.52,-0.91,7.00,8.84,-1.84,-0.15,6.84,0.16,
-0.28,0.53,-0.81,7.22,8.86,-1.64,-0.14,6.86,0.36,
-0.45,0.58,-1.03,6.88,8.96,-2.09,-0.17,6.96,-0.08,
